GeneSymbol,gene_id,transcript_id,MTS_status,Type,Start,Stop,ClinicalSignificance,,PhenotypeList
CYP11A1,ENSG00000140459.18,ENST00000268053.11,MTS_positive,single nucleotide variant,74367351,74367351,Conflicting classifications of pathogenicity,,"Congenital adrenal insufficiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency|not provided"
CYP11A1,ENSG00000140459.18,ENST00000268053.11,MTS_positive,single nucleotide variant,74367493,74367493,Conflicting classifications of pathogenicity,,"Congenital adrenal insufficiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency|not provided"
CYP11A1,ENSG00000140459.18,ENST00000268053.11,MTS_positive,single nucleotide variant,74367325,74367325,Conflicting classifications of pathogenicity,,"not provided|Congenital adrenal insufficiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency|CYP11A1-related disorder"
CYP11A1,ENSG00000140459.18,ENST00000268053.11,MTS_positive,single nucleotide variant,74367537,74367537,Likely pathogenic,,"Congenital adrenal insufficiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency"
VSX1,ENSG00000154930.15,ENST00000376726.3,MTS_positive,single nucleotide variant,25058389,25058389,Conflicting classifications of pathogenicity,,Posterior polymorphous corneal dystrophy|Craniofacial anomalies and anterior segment dysgenesis syndrome;Keratoconus 1|not provided
VSX1,ENSG00000154930.15,ENST00000376726.3,MTS_positive,single nucleotide variant,25058398,25058398,Conflicting classifications of pathogenicity,,Keratoconus 1|Posterior polymorphous corneal dystrophy|not provided|VSX1-related disorder
VSX1,ENSG00000154930.15,ENST00000376726.3,MTS_positive,single nucleotide variant,25058505,25058505,Benign/Likely benign,,not provided|Posterior polymorphous corneal dystrophy
VSX1,ENSG00000154930.15,ENST00000376726.3,MTS_positive,single nucleotide variant,25058412,25058412,Benign/Likely benign,,Posterior polymorphous corneal dystrophy|not provided
SUCLG2,ENSG00000172340.15,ENST00000307227.10,MTS_positive,single nucleotide variant,67529111,67529111,Benign/Likely benign,,not specified|not provided
SUCLG2,ENSG00000172340.15,ENST00000492795.1,MTS_positive,single nucleotide variant,67529111,67529111,Benign/Likely benign,,not specified|not provided
SUCLG2,ENSG00000172340.15,ENST00000493112.5,MTS_positive,single nucleotide variant,67529111,67529111,Benign/Likely benign,,not specified|not provided
SUCLG2,ENSG00000172340.15,ENST00000307227.10,MTS_positive,single nucleotide variant,67609517,67609517,Conflicting classifications of pathogenicity,,not specified|not provided
SUCLG2,ENSG00000172340.15,ENST00000492795.1,MTS_positive,single nucleotide variant,67609517,67609517,Conflicting classifications of pathogenicity,,not specified|not provided
SUCLG2,ENSG00000172340.15,ENST00000493112.5,MTS_positive,single nucleotide variant,67609517,67609517,Conflicting classifications of pathogenicity,,not specified|not provided
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6558558,6558558,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6558558,6558558,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6558558,6558558,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6558558,6558558,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6565438,6565438,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6565438,6565438,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6565430,6565430,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000640208.1,MTS_negative,single nucleotide variant,6565430,6565430,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533092,6533092,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|Inborn genetic diseases|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533092,6533092,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|Inborn genetic diseases|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533142,6533142,Conflicting classifications of pathogenicity,,Abnormal brain morphology|Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533142,6533142,Conflicting classifications of pathogenicity,,Abnormal brain morphology|Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533116,6533116,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533116,6533116,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533125,6533125,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533125,6533125,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533097,6533097,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533097,6533097,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533117,6533117,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533117,6533117,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533118,6533118,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533118,6533118,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533100,6533100,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533100,6533100,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Inborn genetic diseases
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533132,6533132,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533132,6533132,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533094,6533094,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533094,6533094,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533155,6533155,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533155,6533155,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533118,6533118,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6533118,6533118,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534781,6534781,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534781,6534781,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534731,6534731,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534731,6534731,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534708,6534708,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534708,6534708,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534775,6534775,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|not specified|Inborn genetic diseases|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534775,6534775,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|not specified|Inborn genetic diseases|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534753,6534753,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534753,6534753,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534764,6534764,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534764,6534764,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534726,6534726,Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534726,6534726,Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534748,6534748,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534748,6534748,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534742,6534742,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534742,6534742,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534743,6534743,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534743,6534743,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534742,6534742,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534742,6534742,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534778,6534778,Likely pathogenic,,Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534778,6534778,Likely pathogenic,,Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534747,6534747,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6534747,6534747,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536172,6536172,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536172,6536172,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536219,6536219,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536219,6536219,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536154,6536154,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536154,6536154,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536104,6536104,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536104,6536104,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536173,6536173,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536173,6536173,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536188,6536188,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536188,6536188,Pathogenic/Likely pathogenic,,Glycine encephalopathy|not provided|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536147,6536147,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536147,6536147,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536160,6536160,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536160,6536160,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536102,6536102,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536102,6536102,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536173,6536173,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536173,6536173,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536177,6536177,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536177,6536177,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536224,6536224,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536224,6536224,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536147,6536147,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536147,6536147,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536211,6536211,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536211,6536211,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536182,6536182,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536182,6536182,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536225,6536225,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536225,6536225,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536159,6536159,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536159,6536159,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536212,6536212,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536212,6536212,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536120,6536120,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536120,6536120,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536222,6536222,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6536222,6536222,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540142,6540142,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540142,6540142,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540109,6540109,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540109,6540109,Conflicting classifications of pathogenicity,,Glycine encephalopathy|Glycine encephalopathy 1|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540077,6540077,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540077,6540077,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540060,6540060,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540060,6540060,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540102,6540102,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540102,6540102,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540138,6540138,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540138,6540138,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540132,6540132,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540132,6540132,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540087,6540087,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540087,6540087,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540120,6540120,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540120,6540120,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540062,6540062,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6540062,6540062,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550883,6550883,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550883,6550883,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550828,6550828,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550828,6550828,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550882,6550882,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550882,6550882,Benign/Likely benign,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550845,6550845,Pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550845,6550845,Pathogenic,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550885,6550885,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550885,6550885,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550841,6550841,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550841,6550841,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550874,6550874,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550874,6550874,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550855,6550855,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550855,6550855,Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550902,6550902,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550902,6550902,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550890,6550890,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550890,6550890,Pathogenic/Likely pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550856,6550856,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6550856,6550856,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553420,6553420,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553420,6553420,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1|not provided
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553501,6553501,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553501,6553501,Conflicting classifications of pathogenicity,,Glycine encephalopathy|not specified
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553457,6553457,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553457,6553457,Pathogenic,,Glycine encephalopathy|Glycine encephalopathy 1
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553411,6553411,Pathogenic,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553411,6553411,Pathogenic,,Glycine encephalopathy|not provided|GLDC-related disorder
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553445,6553445,Benign/Likely benign,,not specified|not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553445,6553445,Benign/Likely benign,,not specified|not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553442,6553442,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553442,6553442,Conflicting classifications of pathogenicity,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553502,6553502,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553502,6553502,Pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553473,6553473,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553473,6553473,Conflicting classifications of pathogenicity,,not provided|Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553508,6553508,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553508,6553508,Pathogenic/Likely pathogenic,,Glycine encephalopathy
GLDC,ENSG00000178445.10,ENST00000321612.8,MTS_positive,single nucleotide variant,6553370,6553370,Pathogenic,,Glycine encephalopathy
