"gene_id","transcript_id","chr","start","stop","Start","Stop","Type","GeneSymbol","ClinicalSignificance","PhenotypeList"
"ENSG00000141756","ENST00000321562","17",41813004,41813279,41813213,41813213,"single nucleotide variant","FKBP10","Likely pathogenic","Bruck syndrome 1"
"ENSG00000141756","ENST00000321562","17",41813004,41813279,41813158,41813158,"single nucleotide variant","FKBP10","Pathogenic","Bruck syndrome 1"
"ENSG00000141756","ENST00000321562","17",41817058,41817203,41817156,41817156,"single nucleotide variant","FKBP10","Pathogenic/Likely pathogenic","Bruck syndrome 1|not provided|Osteogenesis imperfecta"
"ENSG00000141756","ENST00000321562","17",41817058,41817203,41817149,41817149,"single nucleotide variant","FKBP10","Pathogenic/Likely pathogenic","Bruck syndrome 1|Osteogenesis imperfecta type 11|Osteogenesis imperfecta|not provided|Bruck syndrome 1;Osteogenesis imperfecta type 11"
"ENSG00000141756","ENST00000321562","17",41817058,41817203,41817175,41817175,"single nucleotide variant","FKBP10","Benign/Likely benign","Osteogenesis imperfecta type 11|not provided"
"ENSG00000141756","ENST00000321562","17",41817058,41817203,41817182,41817182,"single nucleotide variant","FKBP10","Likely pathogenic","Osteogenesis imperfecta type 11"
"ENSG00000141756","ENST00000321562","17",41817058,41817203,41817121,41817121,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","not provided|Osteogenesis imperfecta"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818201,41818201,"single nucleotide variant","FKBP10","Benign/Likely benign","not specified|not provided|Osteogenesis imperfecta type 11"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818217,41818217,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","Osteogenesis imperfecta type 11|Bruck syndrome 1|Inborn genetic diseases|not provided"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818270,41818270,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","not provided|Osteogenesis imperfecta type 11"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818189,41818189,"single nucleotide variant","FKBP10","Benign/Likely benign","Osteogenesis imperfecta type 11|not provided"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818090,41818090,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","Osteogenesis imperfecta type 11|Osteogenesis imperfecta|FKBP10-related disorder|not provided"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818188,41818188,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","Osteogenesis imperfecta type 11|not provided"
"ENSG00000141756","ENST00000321562","17",41818089,41818278,41818219,41818219,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","Osteogenesis imperfecta type 11|not provided"
"ENSG00000141756","ENST00000321562","17",41818382,41818527,41818390,41818390,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","not specified|Osteogenesis imperfecta type 11|not provided"
"ENSG00000141756","ENST00000321562","17",41818382,41818527,41818391,41818391,"single nucleotide variant","FKBP10","Conflicting classifications of pathogenicity","Osteogenesis imperfecta type 11|not provided"
"ENSG00000141756","ENST00000321562","17",41818382,41818527,41818526,41818526,"single nucleotide variant","FKBP10","Likely pathogenic","Bruck syndrome 1;Osteogenesis imperfecta type 11"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138700,130138700,"single nucleotide variant","AIFM1","Likely pathogenic","Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138612,130138612,"single nucleotide variant","AIFM1","Benign/Likely benign","Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|Inborn genetic diseases|not provided|AIFM1-related disorder"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138608,130138608,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","not provided|Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138667,130138667,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|not provided|Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138637,130138637,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Severe X-linked mitochondrial encephalomyopathy|Charcot-Marie-Tooth disease X-linked recessive 4"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138649,130138649,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Intellectual disability|Inborn genetic diseases"
"ENSG00000156709","ENST00000287295","X",130138593,130138701,130138658,130138658,"single nucleotide variant","AIFM1","Likely pathogenic","Auditory neuropathy"
"ENSG00000156709","ENST00000287295","X",130139795,130139871,130139869,130139869,"single nucleotide variant","AIFM1","Pathogenic","Charcot-Marie-Tooth disease X-linked recessive 4"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140536,130140536,"single nucleotide variant","AIFM1","Pathogenic","Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140594,130140594,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Spondyloepimetaphyseal dysplasia, Bieganski type|AIFM1-related hypomyelination with spondylometaphyseal dysplasia|Inborn genetic diseases"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140604,130140604,"single nucleotide variant","AIFM1","Pathogenic","Spondyloepimetaphyseal dysplasia, Bieganski type"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140609,130140609,"single nucleotide variant","AIFM1","Pathogenic","Spondyloepimetaphyseal dysplasia, Bieganski type"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140587,130140587,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Severe X-linked mitochondrial encephalomyopathy|Charcot-Marie-Tooth disease X-linked recessive 4"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140590,130140590,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|Inborn genetic diseases"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140538,130140538,"single nucleotide variant","AIFM1","Likely pathogenic","Charcot-Marie-Tooth disease X-linked recessive 4"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140572,130140572,"single nucleotide variant","AIFM1","Likely pathogenic","Spondyloepimetaphyseal dysplasia, Bieganski type"
"ENSG00000156709","ENST00000287295","X",130140533,130140617,130140617,130140617,"single nucleotide variant","AIFM1","Likely pathogenic","Auditory neuropathy spectrum disorder"
"ENSG00000156709","ENST00000287295","X",130145479,130145569,130145484,130145484,"single nucleotide variant","AIFM1","Likely pathogenic","Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130147493,130147623,130147542,130147542,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","not provided|Combined oxidative phosphorylation deficiency;Charcot-Marie-Tooth Neuropathy X|Tip-toe gait"
"ENSG00000156709","ENST00000287295","X",130147493,130147623,130147501,130147501,"single nucleotide variant","AIFM1","Benign/Likely benign","Severe X-linked mitochondrial encephalomyopathy|Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|Deafness, X-linked 5;Charcot-Marie-Tooth disease X-linked recessive 4;Spondyloepimetaphyseal dysplasia, Bieganski type;Severe X-linked mitochondrial encephalomyopathy|AIFM1-related disorder"
"ENSG00000156709","ENST00000287295","X",130147493,130147623,130147592,130147592,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Severe X-linked mitochondrial encephalomyopathy|Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|not provided"
"ENSG00000156709","ENST00000287295","X",130147752,130147876,130147792,130147792,"single nucleotide variant","AIFM1","Likely pathogenic","Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130147752,130147876,130147860,130147860,"single nucleotide variant","AIFM1","Benign/Likely benign","Severe X-linked mitochondrial encephalomyopathy|Combined oxidative phosphorylation deficiency;Charcot-Marie-Tooth Neuropathy X|not provided"
"ENSG00000156709","ENST00000287295","X",130147752,130147876,130147804,130147804,"single nucleotide variant","AIFM1","Pathogenic","Charcot-Marie-Tooth disease X-linked recessive 4"
"ENSG00000156709","ENST00000287295","X",130147752,130147876,130147769,130147769,"single nucleotide variant","AIFM1","Likely pathogenic","Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130149469,130149568,130149477,130149477,"single nucleotide variant","AIFM1","Benign/Likely benign","Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|not provided|Inborn genetic diseases"
"ENSG00000156709","ENST00000287295","X",130149469,130149568,130149544,130149544,"single nucleotide variant","AIFM1","Benign/Likely benign","Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|Inborn genetic diseases|not provided"
"ENSG00000156709","ENST00000287295","X",130149469,130149568,130149478,130149478,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","Combined oxidative phosphorylation deficiency;Charcot-Marie-Tooth Neuropathy X|Severe X-linked mitochondrial encephalomyopathy|Inborn genetic diseases"
"ENSG00000156709","ENST00000287295","X",130156461,130156603,130156576,130156576,"single nucleotide variant","AIFM1","Benign/Likely benign","Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|not provided|Inborn genetic diseases"
"ENSG00000156709","ENST00000287295","X",130156461,130156603,130156540,130156540,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","not provided|Inborn genetic diseases|Combined oxidative phosphorylation deficiency;Charcot-Marie-Tooth Neuropathy X|Charcot-Marie-Tooth disease X-linked recessive 4;Severe X-linked mitochondrial encephalomyopathy;Deafness, X-linked 5"
"ENSG00000156709","ENST00000287295","X",130156461,130156603,130156569,130156569,"single nucleotide variant","AIFM1","Conflicting classifications of pathogenicity","not specified|Charcot-Marie-Tooth Neuropathy X;Combined oxidative phosphorylation deficiency|not provided|Inborn genetic diseases"
"ENSG00000156990","ENST00000383820","3",9839032,9839171,9839148,9839148,"single nucleotide variant","RPUSD3","Likely pathogenic","Inborn genetic diseases"
"ENSG00000156990","ENST00000383820","3",9840184,9840307,9840238,9840238,"single nucleotide variant","RPUSD3","Likely pathogenic","Inborn genetic diseases"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009242,55009242,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009187,55009187,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","X-linked sideroblastic anemia 1|Developmental and epileptic encephalopathy, 36|X-linked erythropoietic protoporphyria|not provided"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009302,55009302,"single nucleotide variant","ALAS2","Pathogenic","X-linked erythropoietic protoporphyria"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009226,55009226,"single nucleotide variant","ALAS2","Benign/Likely benign","X-linked sideroblastic anemia 1|not provided|ALAS2-related disorder"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009268,55009268,"single nucleotide variant","ALAS2","Benign/Likely benign","not specified|X-linked sideroblastic anemia 1|not provided|ALAS2-related disorder"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009297,55009297,"single nucleotide variant","ALAS2","Benign/Likely benign","not specified|not provided"
"ENSG00000158578","ENST00000335854","X",55009089,55009343,55009249,55009249,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","ALAS2-related disorder|not provided"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013516,55013516,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013526,55013526,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","not specified|X-linked sideroblastic anemia 1|not provided"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013527,55013527,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","not specified|not provided|X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013519,55013519,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","X-linked sideroblastic anemia 1|not specified|not provided"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013554,55013554,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","X-linked sideroblastic anemia 1|not provided|ALAS2-related disorder"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013586,55013586,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","X-linked sideroblastic anemia 1|not provided"
"ENSG00000158578","ENST00000335854","X",55013486,55013648,55013515,55013515,"single nucleotide variant","ALAS2","Likely pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014757,55014757,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014953,55014953,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1|not provided"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55015000,55015000,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014830,55014830,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1|not provided|ALAS2-related disorder"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014748,55014748,"single nucleotide variant","ALAS2","Benign/Likely benign","not specified|X-linked sideroblastic anemia 1|not provided|ALAS2-related disorder"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014866,55014866,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","not provided|X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014863,55014863,"single nucleotide variant","ALAS2","Benign/Likely benign","X-linked sideroblastic anemia 1|not provided"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014849,55014849,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","X-linked sideroblastic anemia 1|not provided"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014802,55014802,"single nucleotide variant","ALAS2","Likely pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55014747,55015015,55014940,55014940,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","not provided|X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55015578,55015742,55015583,55015583,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55015578,55015742,55015643,55015643,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","not provided|not specified"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021195,55021195,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1|not provided"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021176,55021176,"single nucleotide variant","ALAS2","Likely pathogenic","Sideroblastic anemia 1, late-onset|X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021121,55021121,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021215,55021215,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021215,55021215,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021095,55021095,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021113,55021113,"single nucleotide variant","ALAS2","Conflicting classifications of pathogenicity","not specified|not provided"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021182,55021182,"single nucleotide variant","ALAS2","Pathogenic","X-linked sideroblastic anemia 1"
"ENSG00000158578","ENST00000335854","X",55021052,55021274,55021202,55021202,"single nucleotide variant","ALAS2","Pathogenic/Likely pathogenic","X-linked sideroblastic anemia 1|not provided"
"ENSG00000162129","ENST00000543042","11",72372925,72373014,72372993,72372993,"single nucleotide variant","CLPB","Benign/Likely benign","not provided|3-methylglutaconic aciduria, type VIIB|not specified|3-methylglutaconic aciduria, type VIIA;3-methylglutaconic aciduria, type VIIB;Neutropenia, severe congenital, 9, autosomal dominant"
"ENSG00000162129","ENST00000543042","11",72372925,72373014,72373000,72373000,"single nucleotide variant","CLPB","Benign/Likely benign","3-methylglutaconic aciduria, type VIIB|Inborn genetic diseases|not provided"
"ENSG00000162129","ENST00000543042","11",72372925,72373014,72372958,72372958,"single nucleotide variant","CLPB","Pathogenic","3-methylglutaconic aciduria, type VIIB"
"ENSG00000162129","ENST00000543042","11",72372925,72373014,72372971,72372971,"single nucleotide variant","CLPB","Pathogenic","3-methylglutaconic aciduria, type VIIB"
"ENSG00000163170","ENST00000327428","2",74142272,74142360,74142330,74142330,"single nucleotide variant","BOLA3","Likely pathogenic","Multiple mitochondrial dysfunctions syndrome 2|not provided"
"ENSG00000163170","ENST00000327428","2",74142272,74142360,74142354,74142354,"single nucleotide variant","BOLA3","Pathogenic/Likely pathogenic","not provided|Multiple mitochondrial dysfunctions syndrome 2|BOLA3-related disorder"
"ENSG00000164209","ENST00000355943","5",110739007,110739402,110739354,110739354,"single nucleotide variant","SLC25A46","Conflicting classifications of pathogenicity","Neuropathy, hereditary motor and sensory, type 6B|not provided|Inborn genetic diseases"
"ENSG00000164209","ENST00000355943","5",110739007,110739402,110739161,110739161,"single nucleotide variant","SLC25A46","Pathogenic","Pontocerebellar hypoplasia, type 1E"
"ENSG00000164494","ENST00000369037","6",107152562,107154777,107154674,107154674,"single nucleotide variant","PDSS2","Conflicting classifications of pathogenicity","Coenzyme Q10 deficiency, primary, 3|not provided|Nephrotic syndrome|not specified"
"ENSG00000164494","ENST00000369037","6",107152562,107154777,107154773,107154773,"single nucleotide variant","PDSS2","Conflicting classifications of pathogenicity","Coenzyme Q10 deficiency, primary, 3|not provided|Inborn genetic diseases|PDSS2-related disorder"
"ENSG00000164494","ENST00000369037","6",107152562,107154777,107154670,107154670,"single nucleotide variant","PDSS2","Benign/Likely benign","not specified|not provided"
"ENSG00000164494","ENST00000369037","6",107152562,107154777,107154685,107154685,"single nucleotide variant","PDSS2","Benign/Likely benign","not specified|not provided|Coenzyme Q10 deficiency, primary, 3"
"ENSG00000164494","ENST00000369037","6",107152562,107154777,107154774,107154774,"single nucleotide variant","PDSS2","Conflicting classifications of pathogenicity","not provided|Inborn genetic diseases|Coenzyme Q10 deficiency, primary, 3|not specified"
"ENSG00000164494","ENST00000369037","6",107152562,107154777,107154673,107154673,"single nucleotide variant","PDSS2","Conflicting classifications of pathogenicity","not provided|Focal segmental glomerulosclerosis"
"ENSG00000164494","ENST00000369037","6",107210439,107210570,107210483,107210483,"single nucleotide variant","PDSS2","Pathogenic","Coenzyme Q10 deficiency, primary, 3"
"ENSG00000164494","ENST00000369037","6",107245548,107245619,107245550,107245550,"single nucleotide variant","PDSS2","Conflicting classifications of pathogenicity","not specified|Coenzyme Q10 deficiency, primary, 3|not provided"
"ENSG00000164494","ENST00000369037","6",107245548,107245619,107245583,107245583,"single nucleotide variant","PDSS2","Conflicting classifications of pathogenicity","not provided|Coenzyme Q10 deficiency, primary, 3|Kidney disorder|not specified|PDSS2-related disorder"
"ENSG00000168827","ENST00000486715","3",158684524,158684668,158684590,158684590,"single nucleotide variant","GFM1","Conflicting classifications of pathogenicity","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1|not provided"
"ENSG00000168827","ENST00000486715","3",158684524,158684668,158684581,158684581,"single nucleotide variant","GFM1","Conflicting classifications of pathogenicity","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1|not provided"
"ENSG00000168827","ENST00000486715","3",158684524,158684668,158684582,158684582,"single nucleotide variant","GFM1","Pathogenic/Likely pathogenic","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1|not provided"
"ENSG00000168827","ENST00000486715","3",158684524,158684668,158684641,158684641,"single nucleotide variant","GFM1","Pathogenic/Likely pathogenic","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1|not provided"
"ENSG00000168827","ENST00000486715","3",158690163,158690323,158690243,158690243,"single nucleotide variant","GFM1","Benign/Likely benign","not specified|not provided|Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000168827","ENST00000486715","3",158690163,158690323,158690264,158690264,"single nucleotide variant","GFM1","Pathogenic/Likely pathogenic","not provided|Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000168827","ENST00000486715","3",158690163,158690323,158690312,158690312,"single nucleotide variant","GFM1","Benign/Likely benign","not provided|GFM1-related disorder"
"ENSG00000168827","ENST00000486715","3",158690163,158690323,158690261,158690261,"single nucleotide variant","GFM1","Pathogenic/Likely pathogenic","not provided|Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000168827","ENST00000486715","3",158690163,158690323,158690234,158690234,"single nucleotide variant","GFM1","Likely pathogenic","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000168827","ENST00000486715","3",158691139,158691192,158691165,158691165,"single nucleotide variant","GFM1","Likely pathogenic","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000168827","ENST00000486715","3",158691336,158695581,158691401,158691401,"single nucleotide variant","GFM1","Conflicting classifications of pathogenicity","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1|not provided"
"ENSG00000168827","ENST00000486715","3",158691336,158695581,158691354,158691354,"single nucleotide variant","GFM1","Conflicting classifications of pathogenicity","not provided|Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000168827","ENST00000486715","3",158691336,158695581,158691378,158691378,"single nucleotide variant","GFM1","Likely pathogenic","Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1"
"ENSG00000174099","ENST00000308259","12",65308529,65308655,65308634,65308634,"single nucleotide variant","MSRB3","Pathogenic","Autosomal recessive nonsyndromic hearing loss 74"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533092,6533092,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533092,6533092,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|Inborn genetic diseases|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533142,6533142,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Abnormal brain morphology|Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533142,6533142,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Abnormal brain morphology|Glycine encephalopathy|not specified"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533116,6533116,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|not specified"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533116,6533116,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|not specified"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533125,6533125,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533125,6533125,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533097,6533097,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533097,6533097,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533117,6533117,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533117,6533117,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533118,6533118,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533118,6533118,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533100,6533100,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533100,6533100,"single nucleotide variant","GLDC","Pathogenic/Likely pathogenic","Glycine encephalopathy|Inborn genetic diseases"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533132,6533132,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533132,6533132,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533094,6533094,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533094,6533094,"single nucleotide variant","GLDC","Pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533155,6533155,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533155,6533155,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533118,6533118,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6532467,6533160,6533118,6533118,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534781,6534781,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534781,6534781,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534731,6534731,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534731,6534731,"single nucleotide variant","GLDC","Likely pathogenic","Glycine encephalopathy"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534708,6534708,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534708,6534708,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|GLDC-related disorder"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534775,6534775,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|not specified|Inborn genetic diseases|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534775,6534775,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided|not specified|Inborn genetic diseases|Glycine encephalopathy 1"
"ENSG00000178445","ENST00000321612","9",6534708,6534788,6534753,6534753,"single nucleotide variant","GLDC","Conflicting classifications of pathogenicity","Glycine encephalopathy|not provided"
