"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","tag","transcript_id","transcript_type","transcript_name","exon_number","exon_id","transcript_support_level","havana_transcript","hgnc_id","havana_gene","ont","protein_id","ccdsid","artif_dupl"
"chr4",107989714,108034861,45148,"+","HAVANA","transcript",NA,NA,"ENSG00000138796.18","protein_coding","HADH","2","basic","ENST00000505878.4","protein_coding","HADH-203",NA,NA,"1","OTTHUMT00000254751.4","HGNC:4799","OTTHUMG00000131810.7",NA,"ENSP00000425952.2",NA,NA
"chr4",107989714,108035174,45461,"+","ENSEMBL","transcript",NA,NA,"ENSG00000138796.18","protein_coding","HADH","3","CCDS","ENST00000603302.5","protein_coding","HADH-209",NA,NA,"1",NA,"HGNC:4799","OTTHUMG00000131810.7",NA,"ENSP00000474560.1","CCDS54790.1",NA
"chr4",107989889,108035171,45283,"+","HAVANA","transcript",NA,NA,"ENSG00000138796.18","protein_coding","HADH","2","CCDS","ENST00000309522.8","protein_coding","HADH-201",NA,NA,"1","OTTHUMT00000254750.3","HGNC:4799","OTTHUMG00000131810.7",NA,"ENSP00000312288.4","CCDS3678.1",NA
"chr4",108004482,108034923,30442,"+","HAVANA","transcript",NA,NA,"ENSG00000138796.18","protein_coding","HADH","2","CCDS","ENST00000626637.2","protein_coding","HADH-210",NA,NA,"2",NA,"HGNC:4799","OTTHUMG00000131810.7",NA,"ENSP00000486771.1","CCDS82943.1",NA
"chr4",109560246,109688719,128474,"+","HAVANA","transcript",NA,NA,"ENSG00000005059.16","protein_coding","MCUB","2","CCDS","ENST00000394650.7","protein_coding","MCUB-201",NA,NA,"1","OTTHUMT00000254865.3","HGNC:26076","OTTHUMG00000161103.3",NA,"ENSP00000378145.4","CCDS3683.2",NA
"chr4",122892577,122922597,30021,"-","HAVANA","transcript",NA,NA,"ENSG00000170917.14","protein_coding","NUDT6","2","CCDS","ENST00000304430.10","protein_coding","NUDT6-201",NA,NA,"1","OTTHUMT00000095331.4","HGNC:8053","OTTHUMG00000039507.7",NA,"ENSP00000306070.5","CCDS43268.1",NA
"chr4",122892644,122922968,30325,"-","HAVANA","transcript",NA,NA,"ENSG00000170917.14","protein_coding","NUDT6","2","CCDS","ENST00000339154.6","protein_coding","NUDT6-202",NA,NA,"1","OTTHUMT00000095332.2","HGNC:8053","OTTHUMG00000039507.7",NA,"ENSP00000344011.2","CCDS3729.1",NA
"chr4",127730400,127774292,43893,"+","HAVANA","transcript",NA,NA,"ENSG00000151475.6","protein_coding","SLC25A31","2","CCDS","ENST00000281154.6","protein_coding","SLC25A31-201",NA,NA,"1","OTTHUMT00000257094.5","HGNC:25319","OTTHUMG00000133300.5",NA,"ENSP00000281154.4","CCDS3733.1",NA
"chr4",139015781,139045939,30159,"+","HAVANA","transcript",NA,NA,"ENSG00000151014.6","protein_coding","NOCT","2","CCDS","ENST00000280614.4","protein_coding","NOCT-201",NA,NA,"1","OTTHUMT00000257231.5","HGNC:14254","OTTHUMG00000161271.7",NA,"ENSP00000280614.2","CCDS3743.1",NA
"chr4",139266165,139280225,14061,"-","HAVANA","transcript",NA,NA,"ENSG00000137463.5","protein_coding","MGARP","2","CCDS","ENST00000398955.2","protein_coding","MGARP-201",NA,NA,"1","OTTHUMT00000364536.2","HGNC:29969","OTTHUMG00000161325.2",NA,"ENSP00000381928.1","CCDS43269.1",NA
"chr4",139289917,139301210,11294,"-","HAVANA","transcript",NA,NA,"ENSG00000109390.13","protein_coding","NDUFC1","2","CCDS","ENST00000539002.5","protein_coding","NDUFC1-209",NA,NA,"2",NA,"HGNC:7705","OTTHUMG00000133387.4",NA,"ENSP00000440133.1","CCDS3746.1",NA
"chr4",139289917,139302551,12635,"-","HAVANA","transcript",NA,NA,"ENSG00000109390.13","protein_coding","NDUFC1","2","CCDS","ENST00000394228.5","protein_coding","NDUFC1-203",NA,NA,"2","OTTHUMT00000257238.2","HGNC:7705","OTTHUMG00000133387.4",NA,"ENSP00000377775.1","CCDS3746.1",NA
"chr4",139289917,139302551,12635,"-","HAVANA","transcript",NA,NA,"ENSG00000109390.13","protein_coding","NDUFC1","2","CCDS","ENST00000539387.5","protein_coding","NDUFC1-210",NA,NA,"2",NA,"HGNC:7705","OTTHUMG00000133387.4",NA,"ENSP00000439882.1","CCDS3746.1",NA
"chr4",139289938,139301204,11267,"-","HAVANA","transcript",NA,NA,"ENSG00000109390.13","protein_coding","NDUFC1","2","CCDS","ENST00000505036.5","protein_coding","NDUFC1-206",NA,NA,"1","OTTHUMT00000364550.1","HGNC:7705","OTTHUMG00000133387.4",NA,"ENSP00000421195.1","CCDS3746.1",NA
"chr4",140559431,140568961,9531,"-","HAVANA","transcript",NA,NA,"ENSG00000109424.4","protein_coding","UCP1","2","CCDS","ENST00000262999.4","protein_coding","UCP1-201",NA,NA,"1","OTTHUMT00000257273.2","HGNC:12517","OTTHUMG00000133415.2",NA,"ENSP00000262999.3","CCDS3753.1",NA
"chr4",151670504,151761007,90504,"-","HAVANA","transcript",NA,NA,"ENSG00000059691.12","protein_coding","GATB","2","CCDS","ENST00000263985.11","protein_coding","GATB-201",NA,NA,"1","OTTHUMT00000365671.2","HGNC:8849","OTTHUMG00000161672.2",NA,"ENSP00000263985.6","CCDS3776.1",NA
"chr4",151703342,151760985,57644,"-","HAVANA","transcript",NA,NA,"ENSG00000059691.12","protein_coding","GATB","2","GENCODE_Primary","ENST00000512306.5","protein_coding","GATB-209",NA,NA,"1","OTTHUMT00000365673.1","HGNC:8849","OTTHUMG00000161672.2",NA,"ENSP00000420831.1",NA,NA
"chr4",151721946,151760990,39045,"-","HAVANA","transcript",NA,NA,"ENSG00000059691.12","protein_coding","GATB","2","basic","ENST00000508611.1","protein_coding","GATB-205",NA,NA,"2","OTTHUMT00000365678.1","HGNC:8849","OTTHUMG00000161672.2",NA,"ENSP00000421105.1",NA,NA
"chr4",158672296,158709623,37328,"+","HAVANA","transcript",NA,NA,"ENSG00000171503.13","protein_coding","ETFDH","2","CCDS","ENST00000511912.6","protein_coding","ETFDH-206",NA,NA,"1","OTTHUMT00000365718.3","HGNC:3483","OTTHUMG00000161684.7",NA,"ENSP00000426638.1","CCDS3800.1",NA
"chr4",158672339,158708599,36261,"+","HAVANA","transcript",NA,NA,"ENSG00000171503.13","protein_coding","ETFDH","1","CCDS","ENST00000307738.5","protein_coding","ETFDH-201",NA,NA,"2","OTTHUMT00000366382.1","HGNC:3483","OTTHUMG00000161684.7",NA,"ENSP00000303552.5","CCDS64090.1",NA
"chr4",168987590,169010255,22666,"-","HAVANA","transcript",NA,NA,"ENSG00000145439.12","protein_coding","CBR4","2","CCDS","ENST00000306193.8","protein_coding","CBR4-201",NA,NA,"1","OTTHUMT00000363441.3","HGNC:25891","OTTHUMG00000161025.5",NA,"ENSP00000303525.3","CCDS3812.1",NA
"chr4",169001169,169010254,9086,"-","HAVANA","transcript",NA,NA,"ENSG00000145439.12","protein_coding","CBR4","2","GENCODE_Primary","ENST00000504480.5","protein_coding","CBR4-202",NA,NA,"2","OTTHUMT00000363466.1","HGNC:25891","OTTHUMG00000161025.5",NA,"ENSP00000427615.1",NA,NA
"chr4",170060222,170089956,29735,"-","HAVANA","transcript",NA,NA,"ENSG00000109576.14","protein_coding","AADAT","2","CCDS","ENST00000337664.9","protein_coding","AADAT-201",NA,NA,"1","OTTHUMT00000362952.2","HGNC:17929","OTTHUMG00000160912.5",NA,"ENSP00000336808.4","CCDS3814.1",NA
"chr4",170060222,170090214,29993,"-","HAVANA","transcript",NA,NA,"ENSG00000109576.14","protein_coding","AADAT","2","CCDS","ENST00000509167.5","protein_coding","AADAT-206",NA,NA,"1","OTTHUMT00000362928.1","HGNC:17929","OTTHUMG00000160912.5",NA,"ENSP00000423190.1","CCDS75209.1",NA
"chr4",170060222,170090387,30166,"-","HAVANA","transcript",NA,NA,"ENSG00000109576.14","protein_coding","AADAT","2","CCDS","ENST00000515480.5","protein_coding","AADAT-208",NA,NA,"1","OTTHUMT00000362921.1","HGNC:17929","OTTHUMG00000160912.5",NA,"ENSP00000423341.1","CCDS3814.1",NA
"chr4",170060229,170090221,29993,"-","HAVANA","transcript",NA,NA,"ENSG00000109576.14","protein_coding","AADAT","2","CCDS","ENST00000353187.6","protein_coding","AADAT-202",NA,NA,"2","OTTHUMT00000362951.1","HGNC:17929","OTTHUMG00000160912.5",NA,"ENSP00000226840.4","CCDS3814.1",NA
"chr4",184627696,184648592,20897,"-","HAVANA","transcript",NA,NA,"ENSG00000164305.20","protein_coding","CASP3","2","CCDS","ENST00000393585.6","protein_coding","CASP3-202",NA,NA,"1","OTTHUMT00000257886.2","HGNC:1504","OTTHUMG00000133681.5",NA,"ENSP00000377210.2","CCDS87283.1",NA
"chr4",184627696,184649447,21752,"-","HAVANA","transcript",NA,NA,"ENSG00000164305.20","protein_coding","CASP3","2","CCDS","ENST00000308394.9","protein_coding","CASP3-201",NA,NA,"1","OTTHUMT00000257885.3","HGNC:1504","OTTHUMG00000133681.5",NA,"ENSP00000311032.4","CCDS3836.1",NA
"chr4",184627696,184649509,21814,"-","HAVANA","transcript",NA,NA,"ENSG00000164305.20","protein_coding","CASP3","2","CCDS","ENST00000523916.5","protein_coding","CASP3-206",NA,NA,"1","OTTHUMT00000257887.2","HGNC:1504","OTTHUMG00000133681.5",NA,"ENSP00000428929.1","CCDS3836.1",NA
"chr4",184649667,184694963,45297,"+","ENSEMBL","transcript",NA,NA,"ENSG00000164306.11","protein_coding","PRIMPOL","3","CCDS","ENST00000515774.5","protein_coding","PRIMPOL-211",NA,NA,"1",NA,"HGNC:26575","OTTHUMG00000160495.4",NA,"ENSP00000421913.1","CCDS75212.1",NA
"chr4",184649725,184694952,45228,"+","ENSEMBL","transcript",NA,NA,"ENSG00000164306.11","protein_coding","PRIMPOL","3","CCDS","ENST00000512834.5","protein_coding","PRIMPOL-209",NA,NA,"1",NA,"HGNC:26575","OTTHUMG00000160495.4",NA,"ENSP00000425316.1","CCDS75211.1",NA
"chr4",184649738,184694952,45215,"+","HAVANA","transcript",NA,NA,"ENSG00000164306.11","protein_coding","PRIMPOL","2","CCDS","ENST00000314970.11","protein_coding","PRIMPOL-201",NA,NA,"1","OTTHUMT00000360827.3","HGNC:26575","OTTHUMG00000160495.4",NA,"ENSP00000313816.6","CCDS3837.1",NA
"chr4",184755595,184825968,70374,"-","HAVANA","transcript",NA,NA,"ENSG00000151726.16","protein_coding","ACSL1","2","CCDS","ENST00000281455.7","protein_coding","ACSL1-201",NA,NA,"1","OTTHUMT00000361098.3","HGNC:3569","OTTHUMG00000160547.5",NA,"ENSP00000281455.2","CCDS3839.1",NA
"chr4",184755601,184805694,50094,"-","HAVANA","transcript",NA,NA,"ENSG00000151726.16","protein_coding","ACSL1","2","GENCODE_Primary","ENST00000503407.6","protein_coding","ACSL1-203",NA,NA,"2","OTTHUMT00000361110.1","HGNC:3569","OTTHUMG00000160547.5",NA,"ENSP00000425098.2",NA,NA
"chr4",184755681,184826061,70381,"-","HAVANA","transcript",NA,NA,"ENSG00000151726.16","protein_coding","ACSL1","1","exp_conf","ENST00000505492.2","protein_coding","ACSL1-206",NA,NA,"1","OTTHUMT00000361109.2","HGNC:3569","OTTHUMG00000160547.5",NA,"ENSP00000425640.2",NA,NA
"chr4",184756781,184826034,69254,"-","HAVANA","transcript",NA,NA,"ENSG00000151726.16","protein_coding","ACSL1","2","CCDS","ENST00000507295.5","protein_coding","ACSL1-208",NA,NA,"2","OTTHUMT00000361103.1","HGNC:3569","OTTHUMG00000160547.5",NA,"ENSP00000426244.1","CCDS68825.1",NA
"chr4",184757021,184812259,55239,"-","HAVANA","transcript",NA,NA,"ENSG00000151726.16","protein_coding","ACSL1","2","CCDS","ENST00000504342.5","protein_coding","ACSL1-204",NA,NA,"1","OTTHUMT00000361099.1","HGNC:3569","OTTHUMG00000160547.5",NA,"ENSP00000425006.1","CCDS3839.1",NA
"chr4",184757047,184805788,48742,"-","HAVANA","transcript",NA,NA,"ENSG00000151726.16","protein_coding","ACSL1","1","CCDS","ENST00000513317.5","protein_coding","ACSL1-210",NA,NA,"2","OTTHUMT00000361108.1","HGNC:3569","OTTHUMG00000160547.5",NA,"ENSP00000426150.1","CCDS68826.1",NA
"chr4",185143266,185150382,7117,"+","HAVANA","transcript",NA,NA,"ENSG00000151729.11","protein_coding","SLC25A4","2","CCDS","ENST00000281456.11","protein_coding","SLC25A4-201",NA,NA,"1","OTTHUMT00000259170.4","HGNC:10990","OTTHUMG00000134299.5",NA,"ENSP00000281456.5","CCDS34114.1",NA
"chr5",196868,218153,21286,"-","HAVANA","transcript",NA,NA,"ENSG00000164366.4","protein_coding","CCDC127","2","CCDS","ENST00000296824.4","protein_coding","CCDC127-201",NA,NA,"1","OTTHUMT00000365459.3","HGNC:30520","OTTHUMG00000161586.4",NA,"ENSP00000296824.2","CCDS3852.1",NA
"chr5",205873,217218,11346,"-","HAVANA","transcript",NA,NA,"ENSG00000164366.4","protein_coding","CCDC127","2","cds_end_NF","ENST00000441693.2","protein_coding","CCDC127-202",NA,NA,"2","OTTHUMT00000365460.2","HGNC:30520","OTTHUMG00000161586.4",NA,"ENSP00000411206.2",NA,NA
"chr5",218318,256679,38362,"+","HAVANA","transcript",NA,NA,"ENSG00000073578.18","protein_coding","SDHA","2","CCDS","ENST00000510361.5","protein_coding","SDHA-213",NA,NA,"2","OTTHUMT00000367626.1","HGNC:10680","OTTHUMG00000090275.6",NA,"ENSP00000427703.1","CCDS77992.1",NA
"chr5",218320,257082,38763,"+","HAVANA","transcript",NA,NA,"ENSG00000073578.18","protein_coding","SDHA","2","CCDS","ENST00000264932.11","protein_coding","SDHA-201",NA,NA,"1","OTTHUMT00000206599.2","HGNC:10680","OTTHUMG00000090275.6",NA,"ENSP00000264932.6","CCDS3853.1",NA
"chr5",1798385,1799837,1453,"-","HAVANA","transcript",NA,NA,"ENSG00000171421.13","protein_coding","MRPL36","2","CCDS","ENST00000505059.7","protein_coding","MRPL36-202",NA,NA,"1","OTTHUMT00000206745.4","HGNC:14490","OTTHUMG00000090373.6",NA,"ENSP00000423152.1","CCDS3865.1",NA
"chr5",1798387,1799895,1509,"-","HAVANA","transcript",NA,NA,"ENSG00000171421.13","protein_coding","MRPL36","2","CCDS","ENST00000508987.1","protein_coding","MRPL36-204",NA,NA,"2","OTTHUMT00000365908.2","HGNC:14490","OTTHUMG00000090373.6",NA,"ENSP00000423399.1","CCDS3865.1",NA
"chr5",1801407,1816048,14642,"+","HAVANA","transcript",NA,NA,"ENSG00000145494.12","protein_coding","NDUFS6","2","CCDS","ENST00000274137.10","protein_coding","NDUFS6-201",NA,NA,"1","OTTHUMT00000206744.2","HGNC:7713","OTTHUMG00000090372.3",NA,"ENSP00000274137.6","CCDS3866.1",NA
"chr5",1801415,1814699,13285,"+","HAVANA","transcript",NA,NA,"ENSG00000145494.12","protein_coding","NDUFS6","2","basic","ENST00000469176.1","protein_coding","NDUFS6-202",NA,NA,"2","OTTHUMT00000314003.2","HGNC:7713","OTTHUMG00000090372.3",NA,"ENSP00000422557.1",NA,NA
"chr5",6599239,6633044,33806,"-","HAVANA","transcript",NA,NA,"ENSG00000037474.15","protein_coding","NSUN2","2","CCDS","ENST00000264670.11","protein_coding","NSUN2-201",NA,NA,"1","OTTHUMT00000206902.2","HGNC:25994","OTTHUMG00000090455.3",NA,"ENSP00000264670.6","CCDS3869.1",NA
"chr5",6599569,6633042,33474,"-","HAVANA","transcript",NA,NA,"ENSG00000037474.15","protein_coding","NSUN2","1","CCDS","ENST00000506139.5","protein_coding","NSUN2-206",NA,NA,"2","OTTHUMT00000365825.1","HGNC:25994","OTTHUMG00000090455.3",NA,"ENSP00000420957.1","CCDS54832.1",NA
"chr5",7859159,7869031,9873,"-","HAVANA","transcript",NA,NA,"ENSG00000124279.12","protein_coding","FASTKD3","2","CCDS","ENST00000264669.10","protein_coding","FASTKD3-201",NA,NA,"2","OTTHUMT00000253673.2","HGNC:28758","OTTHUMG00000131029.5",NA,"ENSP00000264669.5","CCDS3873.1",NA
"chr5",10225507,10249888,24382,"-","HAVANA","transcript",NA,NA,"ENSG00000150756.14","protein_coding","ATPSCKMT","2","CCDS","ENST00000511437.6","protein_coding","ATPSCKMT-207",NA,NA,"1","OTTHUMT00000366048.3","HGNC:27029","OTTHUMG00000161771.5",NA,"ENSP00000422338.1","CCDS43301.1",NA
"chr5",10226330,10249896,23567,"-","HAVANA","transcript",NA,NA,"ENSG00000150756.14","protein_coding","ATPSCKMT","2","basic","ENST00000280330.12","protein_coding","ATPSCKMT-201",NA,NA,"2","OTTHUMT00000366050.1","HGNC:27029","OTTHUMG00000161771.5",NA,"ENSP00000280330.8",NA,NA
"chr5",10226956,10249897,22942,"-","HAVANA","transcript",NA,NA,"ENSG00000150756.14","protein_coding","ATPSCKMT","2","CCDS","ENST00000510047.5","protein_coding","ATPSCKMT-205",NA,NA,"2","OTTHUMT00000366049.1","HGNC:27029","OTTHUMG00000161771.5",NA,"ENSP00000420876.1","CCDS58942.1",NA
"chr5",32124716,32174319,49604,"-","HAVANA","transcript",NA,NA,"ENSG00000113384.14","protein_coding","GOLPH3","2","CCDS","ENST00000265070.7","protein_coding","GOLPH3-201",NA,NA,"1","OTTHUMT00000207363.3","HGNC:15452","OTTHUMG00000090679.4",NA,"ENSP00000265070.6","CCDS3896.1",NA
"chr5",33986165,34008050,21886,"-","HAVANA","transcript",NA,NA,"ENSG00000242110.9","protein_coding","AMACR","2","CCDS","ENST00000335606.11","protein_coding","AMACR-201",NA,NA,"1","OTTHUMT00000207467.2","HGNC:451","OTTHUMG00000090734.3",NA,"ENSP00000334424.6","CCDS3902.1",NA
"chr5",33987174,34008031,20858,"-","HAVANA","transcript",NA,NA,"ENSG00000242110.9","protein_coding","AMACR","2","CCDS","ENST00000382072.6","protein_coding","AMACR-202",NA,NA,"1","OTTHUMT00000207468.1","HGNC:451","OTTHUMG00000090734.3",NA,"ENSP00000371504.2","CCDS3903.1",NA
"chr5",33988307,34008028,19722,"-","HAVANA","transcript",NA,NA,"ENSG00000242110.9","protein_coding","AMACR","2","CCDS","ENST00000382085.7","protein_coding","AMACR-203",NA,NA,"1","OTTHUMT00000364411.1","HGNC:451","OTTHUMG00000090734.3",NA,"ENSP00000371517.3","CCDS54836.1",NA
"chr5",34998102,35047949,49848,"-","HAVANA","transcript",NA,NA,"ENSG00000113492.14","protein_coding","AGXT2","2","CCDS","ENST00000231420.11","protein_coding","AGXT2-201",NA,NA,"1","OTTHUMT00000207574.3","HGNC:14412","OTTHUMG00000090788.3",NA,"ENSP00000231420.6","CCDS3908.1",NA
"chr5",34998250,35047935,49686,"-","HAVANA","transcript",NA,NA,"ENSG00000113492.14","protein_coding","AGXT2","2","CCDS","ENST00000510428.1","protein_coding","AGXT2-204",NA,NA,"1","OTTHUMT00000366815.1","HGNC:14412","OTTHUMG00000090788.3",NA,"ENSP00000422799.1","CCDS78000.1",NA
"chr5",36192589,36241925,49337,"-","HAVANA","transcript",NA,NA,"ENSG00000152620.13","protein_coding","NADK2","2","CCDS","ENST00000381937.9","protein_coding","NADK2-202",NA,NA,"2","OTTHUMT00000367541.2","HGNC:26404","OTTHUMG00000131105.6",NA,"ENSP00000371362.4","CCDS47197.1",NA
"chr5",36192592,36241391,48800,"-","HAVANA","transcript",NA,NA,"ENSG00000152620.13","protein_coding","NADK2","2","CCDS","ENST00000397338.5","protein_coding","NADK2-203",NA,NA,"2","OTTHUMT00000253767.2","HGNC:26404","OTTHUMG00000131105.6",NA,"ENSP00000380499.1","CCDS3917.1",NA
"chr5",36193713,36242142,48430,"-","HAVANA","transcript",NA,NA,"ENSG00000152620.13","protein_coding","NADK2","2","CCDS","ENST00000282512.7","protein_coding","NADK2-201",NA,NA,"1","OTTHUMT00000367600.2","HGNC:26404","OTTHUMG00000131105.6",NA,"ENSP00000282512.3","CCDS3917.1",NA
"chr5",36194986,36242279,47294,"-","HAVANA","transcript",NA,NA,"ENSG00000152620.13","protein_coding","NADK2","1","CCDS","ENST00000506945.5","protein_coding","NADK2-206",NA,NA,"2","OTTHUMT00000367540.1","HGNC:26404","OTTHUMG00000131105.6",NA,"ENSP00000422250.1","CCDS75235.1",NA
"chr5",36195144,36225612,30469,"-","ENSEMBL","transcript",NA,NA,"ENSG00000152620.13","protein_coding","NADK2","3","GENCODE_Primary","ENST00000617628.4","protein_coding","NADK2-211",NA,NA,"1",NA,"HGNC:26404","OTTHUMG00000131105.6",NA,"ENSP00000480506.1",NA,NA
"chr5",41730065,41870425,140361,"-","HAVANA","transcript",NA,NA,"ENSG00000083720.13","protein_coding","OXCT1","2","CCDS","ENST00000196371.10","protein_coding","OXCT1-201",NA,NA,"1","OTTHUMT00000211594.3","HGNC:8527","OTTHUMG00000094783.4",NA,"ENSP00000196371.5","CCDS3937.1",NA
"chr5",41730741,41794380,63640,"-","HAVANA","transcript",NA,NA,"ENSG00000083720.13","protein_coding","OXCT1","2","basic","ENST00000512084.5","protein_coding","OXCT1-206",NA,NA,"2","OTTHUMT00000367151.2","HGNC:8527","OTTHUMG00000094783.4",NA,"ENSP00000421143.1",NA,NA
"chr5",41730841,41794583,63743,"-","HAVANA","transcript",NA,NA,"ENSG00000083720.13","protein_coding","OXCT1","2","basic","ENST00000510634.5","protein_coding","OXCT1-205",NA,NA,"2","OTTHUMT00000367150.2","HGNC:8527","OTTHUMG00000094783.4",NA,"ENSP00000423144.1",NA,NA
"chr5",41731370,41843657,112288,"-","HAVANA","transcript",NA,NA,"ENSG00000083720.13","protein_coding","OXCT1","2","CCDS","ENST00000509987.1","protein_coding","OXCT1-204",NA,NA,"2","OTTHUMT00000367149.2","HGNC:8527","OTTHUMG00000094783.4",NA,"ENSP00000425348.1","CCDS93708.1",NA
"chr5",43602723,43707405,104683,"+","HAVANA","transcript",NA,NA,"ENSG00000112992.18","protein_coding","NNT","2","CCDS","ENST00000264663.9","protein_coding","NNT-201",NA,NA,"1","OTTHUMT00000214026.2","HGNC:7863","OTTHUMG00000096961.14",NA,"ENSP00000264663.5","CCDS3949.1",NA
"chr5",43603180,43707396,104217,"+","HAVANA","transcript",NA,NA,"ENSG00000112992.18","protein_coding","NNT","2","CCDS","ENST00000344920.9","protein_coding","NNT-202",NA,NA,"1","OTTHUMT00000214027.3","HGNC:7863","OTTHUMG00000096961.14",NA,"ENSP00000343873.4","CCDS3949.1",NA
"chr5",44808947,44815514,6568,"+","HAVANA","transcript",NA,NA,"ENSG00000112996.11","protein_coding","MRPS30","2","CCDS","ENST00000507110.6","protein_coding","MRPS30-202",NA,NA,"1","OTTHUMT00000214033.3","HGNC:8769","OTTHUMG00000096967.4",NA,"ENSP00000424328.1","CCDS3951.1",NA
"chr5",53560639,53683338,122700,"+","HAVANA","transcript",NA,NA,"ENSG00000164258.12","protein_coding","NDUFS4","2","CCDS","ENST00000296684.10","protein_coding","NDUFS4-201",NA,NA,"1","OTTHUMT00000214062.4","HGNC:7711","OTTHUMG00000096987.4",NA,"ENSP00000296684.5","CCDS3960.1",NA
"chr5",53560675,53683338,122664,"+","HAVANA","transcript",NA,NA,"ENSG00000164258.12","protein_coding","NDUFS4","2","cds_start_NF","ENST00000506765.1","protein_coding","NDUFS4-203",NA,NA,"2","OTTHUMT00000368420.1","HGNC:7711","OTTHUMG00000096987.4",NA,"ENSP00000424570.1",NA,NA
"chr5",56909352,56925532,16181,"+","HAVANA","transcript",NA,NA,"ENSG00000155542.12","protein_coding","SETD9","2","CCDS","ENST00000628593.1","protein_coding","SETD9-211",NA,NA,"1","OTTHUMT00000482073.1","HGNC:28508","OTTHUMG00000059485.7",NA,"ENSP00000486609.1","CCDS93713.1",NA
"chr5",56909596,56917348,7753,"+","HAVANA","transcript",NA,NA,"ENSG00000155542.12","protein_coding","SETD9","2","CCDS","ENST00000285947.5","protein_coding","SETD9-201",NA,NA,"1","OTTHUMT00000132304.3","HGNC:28508","OTTHUMG00000059485.7",NA,"ENSP00000285947.2","CCDS3972.1",NA
"chr5",56910105,56911295,1191,"+","HAVANA","transcript",NA,NA,"ENSG00000155542.12","protein_coding","SETD9","1","exp_conf","ENST00000423328.1","protein_coding","SETD9-203",NA,NA,"2","OTTHUMT00000132511.3","HGNC:28508","OTTHUMG00000059485.7",NA,"ENSP00000406183.1",NA,NA
"chr5",60945205,61153026,207822,"+","HAVANA","transcript",NA,NA,"ENSG00000164182.12","protein_coding","NDUFAF2","2","CCDS","ENST00000296597.10","protein_coding","NDUFAF2-201",NA,NA,"1","OTTHUMT00000253965.3","HGNC:28086","OTTHUMG00000131221.4",NA,"ENSP00000296597.5","CCDS3979.1",NA
"chr5",60945207,61153026,207820,"+","HAVANA","transcript",NA,NA,"ENSG00000164182.12","protein_coding","NDUFAF2","2","GENCODE_Primary","ENST00000511107.1","protein_coding","NDUFAF2-203",NA,NA,"1","OTTHUMT00000368139.1","HGNC:28086","OTTHUMG00000131221.4",NA,"ENSP00000423377.1",NA,NA
"chr5",60945335,61153026,207692,"+","HAVANA","transcript",NA,NA,"ENSG00000164182.12","protein_coding","NDUFAF2","2","cds_start_NF","ENST00000502658.1","protein_coding","NDUFAF2-202",NA,NA,"1","OTTHUMT00000368138.1","HGNC:28086","OTTHUMG00000131221.4",NA,"ENSP00000426149.1",NA,NA
"chr5",65722205,65829283,107079,"+","HAVANA","transcript",NA,NA,"ENSG00000123213.23","protein_coding","NLN","2","CCDS","ENST00000380985.10","protein_coding","NLN-201",NA,NA,"1","OTTHUMT00000215060.2","HGNC:16058","OTTHUMG00000097803.7",NA,"ENSP00000370372.5","CCDS3989.1",NA
"chr5",71587317,71641368,54052,"+","HAVANA","transcript",NA,NA,"ENSG00000131844.17","protein_coding","MCCC2","2","GENCODE_Primary","ENST00000629193.3","protein_coding","MCCC2-209",NA,NA,"1","OTTHUMT00000372626.3","HGNC:6937","OTTHUMG00000162505.11",NA,"ENSP00000486535.2",NA,NA
"chr5",71587340,71641361,54022,"+","HAVANA","transcript",NA,NA,"ENSG00000131844.17","protein_coding","MCCC2","2","basic","ENST00000509358.7","protein_coding","MCCC2-205",NA,NA,"1",NA,"HGNC:6937","OTTHUMG00000162505.11",NA,"ENSP00000420994.3",NA,NA
"chr5",71587340,71658706,71367,"+","HAVANA","transcript",NA,NA,"ENSG00000131844.17","protein_coding","MCCC2","2","CCDS","ENST00000340941.11","protein_coding","MCCC2-201",NA,NA,"1","OTTHUMT00000369243.5","HGNC:6937","OTTHUMG00000162505.11",NA,"ENSP00000343657.6","CCDS34184.1",NA
"chr5",72219403,72320240,100838,"-","HAVANA","transcript",NA,NA,"ENSG00000113048.19","protein_coding","MRPS27","2","CCDS","ENST00000261413.10","protein_coding","MRPS27-201",NA,NA,"1","OTTHUMT00000218560.2","HGNC:14512","OTTHUMG00000100951.9",NA,"ENSP00000261413.5","CCDS4013.1",NA
"chr5",72219409,72320257,100849,"-","HAVANA","transcript",NA,NA,"ENSG00000113048.19","protein_coding","MRPS27","2","CCDS","ENST00000513900.6","protein_coding","MRPS27-205",NA,NA,"2","OTTHUMT00000372621.2","HGNC:14512","OTTHUMG00000100951.9",NA,"ENSP00000426941.1","CCDS68890.1",NA
"chr5",72219528,72320342,100815,"-","HAVANA","transcript",NA,NA,"ENSG00000113048.19","protein_coding","MRPS27","2","CCDS","ENST00000457646.9","protein_coding","MRPS27-202",NA,NA,"2","OTTHUMT00000372620.3","HGNC:14512","OTTHUMG00000100951.9",NA,"ENSP00000428120.2","CCDS75257.1",NA
